"model","iterations","Parameter","metric","species","value"
"VSE",12,"stdW2","RMSE","2","1593711.11066655"
"Detect",12,"stdW2","RMSE","2","NaN"
"VSEDetect",12,"stdW2","RMSE","2","1.69336640955493"
"VSEDetectMisclass",12,"stdW2","RMSE","2","0.151248639796761"
"naive",13,"stdW2","RMSE","2","NaN"
"VSE",13,"stdW2","RMSE","2","732107.643900885"
"Detect",13,"stdW2","RMSE","2","NaN"
"VSEDetect",13,"stdW2","RMSE","2","1.15102409586586"
"VSEDetectMisclass",13,"stdW2","RMSE","2","0.211067515652032"
"naive",14,"stdW2","RMSE","2","NaN"
"VSE",14,"stdW2","RMSE","2","0.188524878832993"
"Detect",14,"stdW2","RMSE","2","NaN"
"VSEDetect",14,"stdW2","RMSE","2","1.59086587473644"
"VSEDetectMisclass",14,"stdW2","RMSE","2","0.125824009873382"
"naive",15,"stdW2","RMSE","2","NaN"
"VSE",15,"stdW2","RMSE","2","0.0546693787401337"
"Detect",15,"stdW2","RMSE","2","NaN"
"VSEDetect",15,"stdW2","RMSE","2","1.71229240715104"
"VSEDetectMisclass",15,"stdW2","RMSE","2","0.0394302739286205"
"naive",16,"stdW2","RMSE","2","NaN"
"VSE",16,"stdW2","RMSE","2","415395.687739208"
"Detect",16,"stdW2","RMSE","2","NaN"
"VSEDetect",16,"stdW2","RMSE","2","1.6945482124062"
"VSEDetectMisclass",16,"stdW2","RMSE","2","0.060106924384562"
"naive",17,"stdW2","RMSE","2","NaN"
"VSE",17,"stdW2","RMSE","2","1366064064.15178"
"Detect",17,"stdW2","RMSE","2","NaN"
"VSEDetect",17,"stdW2","RMSE","2","1.63037742558697"
"VSEDetectMisclass",17,"stdW2","RMSE","2","0.0464678186331472"
"naive",18,"stdW2","RMSE","2","NaN"
"VSE",18,"stdW2","RMSE","2","0.086119693321112"
"Detect",18,"stdW2","RMSE","2","NaN"
"VSEDetect",18,"stdW2","RMSE","2","1.59026795184602"
"VSEDetectMisclass",18,"stdW2","RMSE","2","0.136698917827294"
"naive",19,"stdW2","RMSE","2","NaN"
"VSE",19,"stdW2","RMSE","2","0.230042049367711"
"Detect",19,"stdW2","RMSE","2","NaN"
"VSEDetect",19,"stdW2","RMSE","2","1.63224912555841"
"VSEDetectMisclass",19,"stdW2","RMSE","2","0.0619132590506128"
"naive",20,"stdW2","RMSE","2","NaN"
"VSE",20,"stdW2","RMSE","2","660684.460277302"
"Detect",20,"stdW2","RMSE","2","NaN"
"VSEDetect",20,"stdW2","RMSE","2","1.62960750196226"
"VSEDetectMisclass",20,"stdW2","RMSE","2","0.199118417208961"
"naive",21,"stdW2","RMSE","2","NaN"
"VSE",21,"stdW2","RMSE","2","1.2039419303843"
"Detect",21,"stdW2","RMSE","2","NaN"
"VSEDetect",21,"stdW2","RMSE","2","1.69564975203492"
"VSEDetectMisclass",21,"stdW2","RMSE","2","0.0519126042070242"
"naive",22,"stdW2","RMSE","2","NaN"
"VSE",22,"stdW2","RMSE","2","1.82642783275726"
"Detect",22,"stdW2","RMSE","2","NaN"
"VSEDetect",22,"stdW2","RMSE","2","1.62610971382044"
"VSEDetectMisclass",22,"stdW2","RMSE","2","0.0550563958167181"
"naive",23,"stdW2","RMSE","2","NaN"
"VSE",23,"stdW2","RMSE","2","1.51027377190579"
"Detect",23,"stdW2","RMSE","2","NaN"
"VSEDetect",23,"stdW2","RMSE","2","1.66377529425397"
"VSEDetectMisclass",23,"stdW2","RMSE","2","0.382879892574481"
"naive",24,"stdW2","RMSE","2","NaN"
"VSE",24,"stdW2","RMSE","2","1.71826215564739"
"Detect",24,"stdW2","RMSE","2","NaN"
"VSEDetect",24,"stdW2","RMSE","2","1.66366121094438"
"VSEDetectMisclass",24,"stdW2","RMSE","2","0.206574262630542"
"naive",25,"stdW2","RMSE","2","NaN"
"VSE",25,"stdW2","RMSE","2","1.6803985476841"
"Detect",25,"stdW2","RMSE","2","NaN"
"VSEDetect",25,"stdW2","RMSE","2","1.68746117228074"
"VSEDetectMisclass",25,"stdW2","RMSE","2","0.0319731593423575"
"naive",26,"stdW2","RMSE","2","NaN"
"VSE",26,"stdW2","RMSE","2","1.81203117253163"
"Detect",26,"stdW2","RMSE","2","NaN"
"VSEDetect",26,"stdW2","RMSE","2","1.62957035937173"
"VSEDetectMisclass",26,"stdW2","RMSE","2","0.050445724112932"
"naive",27,"stdW2","RMSE","2","NaN"
"VSE",27,"stdW2","RMSE","2","1.70270431646704"
"Detect",27,"stdW2","RMSE","2","NaN"
"VSEDetect",27,"stdW2","RMSE","2","0.859124740676533"
"VSEDetectMisclass",27,"stdW2","RMSE","2","0.0921167070457656"
"naive",28,"stdW2","RMSE","2","NaN"
"VSE",28,"stdW2","RMSE","2","1.55442734844078"
"Detect",28,"stdW2","RMSE","2","NaN"
"VSEDetect",28,"stdW2","RMSE","2","1.62400960655899"
"VSEDetectMisclass",28,"stdW2","RMSE","2","0.026748931755485"
"naive",29,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",29,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",29,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",29,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",29,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",30,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",30,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",30,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",30,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",31,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",31,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",31,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",31,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",31,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",32,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",32,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",32,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",32,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",32,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",33,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",34,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",34,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",34,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",34,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",35,"stdW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",35,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",35,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",35,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",35,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",36,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",36,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",36,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",36,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",36,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",37,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",37,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",37,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",37,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",37,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",38,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",38,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",38,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",38,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",38,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",39,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",39,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",39,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",39,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",39,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",40,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",40,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",40,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",40,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",40,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",41,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",41,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",41,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",41,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",41,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",42,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",42,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",42,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",42,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",42,"stdW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",1,"gamma0","Bias","1","NaN"
"VSE",1,"gamma0","Bias","1","NaN"
"Detect",1,"gamma0","Bias","1","-0.10072717954658"
"VSEDetect",1,"gamma0","Bias","1","-0.0998253747861667"
"VSEDetectMisclass",1,"gamma0","Bias","1","-0.0414441923822826"
"naive",2,"gamma0","Bias","1","NaN"
"VSE",2,"gamma0","Bias","1","NaN"
"Detect",2,"gamma0","Bias","1","-0.0802860849495872"
"VSEDetect",2,"gamma0","Bias","1","-0.104722212123859"
"VSEDetectMisclass",2,"gamma0","Bias","1","0.705581870606917"
"naive",3,"gamma0","Bias","1","NaN"
"VSE",3,"gamma0","Bias","1","NaN"
"Detect",3,"gamma0","Bias","1","0.0358041028320033"
"VSEDetect",3,"gamma0","Bias","1","0.0195743588717748"
"VSEDetectMisclass",3,"gamma0","Bias","1","-0.0565551761474407"
"naive",4,"gamma0","Bias","1","NaN"
"VSE",4,"gamma0","Bias","1","NaN"
"Detect",4,"gamma0","Bias","1","0.0507393006779807"
"VSEDetect",4,"gamma0","Bias","1","-0.0384005987936435"
"VSEDetectMisclass",4,"gamma0","Bias","1","0.336729760484809"
"naive",5,"gamma0","Bias","1","NaN"
"VSE",5,"gamma0","Bias","1","NaN"
"Detect",5,"gamma0","Bias","1","-0.0756294793229706"
"VSEDetect",5,"gamma0","Bias","1","-0.100710628434442"
"VSEDetectMisclass",5,"gamma0","Bias","1","0.2197603899093"
"naive",6,"gamma0","Bias","1","NaN"
"VSE",6,"gamma0","Bias","1","NaN"
"Detect",6,"gamma0","Bias","1","0.0404242507308362"
"VSEDetect",6,"gamma0","Bias","1","-0.0437272653286893"
"VSEDetectMisclass",6,"gamma0","Bias","1","0.154469999397497"
"naive",7,"gamma0","Bias","1","NaN"
"VSE",7,"gamma0","Bias","1","NaN"
"Detect",7,"gamma0","Bias","1","-0.00407021326420532"
"VSEDetect",7,"gamma0","Bias","1","-0.0158480231674502"
"VSEDetectMisclass",7,"gamma0","Bias","1","-0.0344085465046785"
"naive",8,"gamma0","Bias","1","NaN"
"VSE",8,"gamma0","Bias","1","NaN"
"Detect",8,"gamma0","Bias","1","0.115713283986951"
"VSEDetect",8,"gamma0","Bias","1","-0.00656846280516359"
"VSEDetectMisclass",8,"gamma0","Bias","1","0.523043906282458"
"naive",9,"gamma0","Bias","1","NaN"
"VSE",9,"gamma0","Bias","1","NaN"
"Detect",9,"gamma0","Bias","1","-0.0346393678006128"
"VSEDetect",9,"gamma0","Bias","1","-0.0458845289370444"
"VSEDetectMisclass",9,"gamma0","Bias","1","0.562424184728438"
"naive",10,"gamma0","Bias","1","NaN"
"VSE",10,"gamma0","Bias","1","NaN"
"Detect",10,"gamma0","Bias","1","0.0298156980843617"
"VSEDetect",10,"gamma0","Bias","1","-0.0494101026618153"
"VSEDetectMisclass",10,"gamma0","Bias","1","-0.121716925172615"
"naive",11,"gamma0","Bias","1","NaN"
"VSE",11,"gamma0","Bias","1","NaN"
"Detect",11,"gamma0","Bias","1","-0.0182006574280958"
"VSEDetect",11,"gamma0","Bias","1","-0.0308536640457128"
"VSEDetectMisclass",11,"gamma0","Bias","1","0.15506552662108"
"naive",12,"gamma0","Bias","1","NaN"
"VSE",12,"gamma0","Bias","1","NaN"
"Detect",12,"gamma0","Bias","1","0.0105595975527247"
"VSEDetect",12,"gamma0","Bias","1","-0.0594784110842461"
"VSEDetectMisclass",12,"gamma0","Bias","1","0.104944713408398"
"naive",13,"gamma0","Bias","1","NaN"
"VSE",13,"gamma0","Bias","1","NaN"
"Detect",13,"gamma0","Bias","1","0.0697744623319474"
"VSEDetect",13,"gamma0","Bias","1","0.0508779878295171"
"VSEDetectMisclass",13,"gamma0","Bias","1","0.655660812611949"
"naive",14,"gamma0","Bias","1","NaN"
"VSE",14,"gamma0","Bias","1","NaN"
"Detect",14,"gamma0","Bias","1","0.0196227147361141"
"VSEDetect",14,"gamma0","Bias","1","0.00614818130195723"
"VSEDetectMisclass",14,"gamma0","Bias","1","-0.23284818193716"
"naive",15,"gamma0","Bias","1","NaN"
"VSE",15,"gamma0","Bias","1","NaN"
"Detect",15,"gamma0","Bias","1","-0.124336379312444"
"VSEDetect",15,"gamma0","Bias","1","-0.124657368775846"
"VSEDetectMisclass",15,"gamma0","Bias","1","-0.427649427032644"
"naive",16,"gamma0","Bias","1","NaN"
"VSE",16,"gamma0","Bias","1","NaN"
"Detect",16,"gamma0","Bias","1","0.00977515999684749"
"VSEDetect",16,"gamma0","Bias","1","-0.0601985386184731"
"VSEDetectMisclass",16,"gamma0","Bias","1","0.593625756662397"
"naive",17,"gamma0","Bias","1","NaN"
"VSE",17,"gamma0","Bias","1","NaN"
"Detect",17,"gamma0","Bias","1","0.194625346461208"
"VSEDetect",17,"gamma0","Bias","1","0.165026555701056"
"VSEDetectMisclass",17,"gamma0","Bias","1","-0.15615475907201"
"naive",18,"gamma0","Bias","1","NaN"
"VSE",18,"gamma0","Bias","1","NaN"
"Detect",18,"gamma0","Bias","1","0.0137485706056332"
"VSEDetect",18,"gamma0","Bias","1","0.00100915915324365"
"VSEDetectMisclass",18,"gamma0","Bias","1","-0.0797300308929995"
"naive",19,"gamma0","Bias","1","NaN"
"VSE",19,"gamma0","Bias","1","NaN"
"Detect",19,"gamma0","Bias","1","-0.0898500386729035"
"VSEDetect",19,"gamma0","Bias","1","-0.0866288935617991"
"VSEDetectMisclass",19,"gamma0","Bias","1","0.662568656454449"
"naive",20,"gamma0","Bias","1","NaN"
"VSE",20,"gamma0","Bias","1","NaN"
"Detect",20,"gamma0","Bias","1","-0.0697554103082129"
"VSEDetect",20,"gamma0","Bias","1","0.0507404709609429"
"VSEDetectMisclass",20,"gamma0","Bias","1","-0.0397672705969725"
"naive",21,"gamma0","Bias","1","NaN"
"VSE",21,"gamma0","Bias","1","NaN"
"Detect",21,"gamma0","Bias","1","-0.0104963450052089"
"VSEDetect",21,"gamma0","Bias","1","0.016969803686291"
"VSEDetectMisclass",21,"gamma0","Bias","1","0.660098724577923"
"naive",22,"gamma0","Bias","1","NaN"
"VSE",22,"gamma0","Bias","1","NaN"
"Detect",22,"gamma0","Bias","1","0.0352311093855606"
"VSEDetect",22,"gamma0","Bias","1","0.0196849059350343"
"VSEDetectMisclass",22,"gamma0","Bias","1","-0.219485613869281"
"naive",23,"gamma0","Bias","1","NaN"
"VSE",23,"gamma0","Bias","1","NaN"
"Detect",23,"gamma0","Bias","1","-0.0729005667464177"
"VSEDetect",23,"gamma0","Bias","1","-0.0453083897752868"
"VSEDetectMisclass",23,"gamma0","Bias","1","0.0467889231263714"
"naive",24,"gamma0","Bias","1","NaN"
"VSE",24,"gamma0","Bias","1","NaN"
"Detect",24,"gamma0","Bias","1","-0.0759654792780094"
"VSEDetect",24,"gamma0","Bias","1","-0.0388277565746213"
"VSEDetectMisclass",24,"gamma0","Bias","1","0.454174239206912"
"naive",25,"gamma0","Bias","1","NaN"
"VSE",25,"gamma0","Bias","1","NaN"
"Detect",25,"gamma0","Bias","1","-0.0371234513615157"
"VSEDetect",25,"gamma0","Bias","1","0.00202998903442725"
"VSEDetectMisclass",25,"gamma0","Bias","1","0.33171871269637"
"naive",26,"gamma0","Bias","1","NaN"
"VSE",26,"gamma0","Bias","1","NaN"
"Detect",26,"gamma0","Bias","1","0.0251964412274511"
"VSEDetect",26,"gamma0","Bias","1","0.0299205976166077"
"VSEDetectMisclass",26,"gamma0","Bias","1","0.471165639901868"
"naive",27,"gamma0","Bias","1","NaN"
"VSE",27,"gamma0","Bias","1","NaN"
"Detect",27,"gamma0","Bias","1","-0.135127808819616"
"VSEDetect",27,"gamma0","Bias","1","-0.0939439351604874"
"VSEDetectMisclass",27,"gamma0","Bias","1","0.516176565027903"
"naive",28,"gamma0","Bias","1","NaN"
"VSE",28,"gamma0","Bias","1","NaN"
"Detect",28,"gamma0","Bias","1","0.0338472915689824"
"VSEDetect",28,"gamma0","Bias","1","0.0384890467595596"
"VSEDetectMisclass",28,"gamma0","Bias","1","-0.230359825520313"
